Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
34507561,The Panama Papers: Breaking the Story of How the Rich and Powerful Hide Their Money,Bastian Obermayer,"Obermayer, Bastian","Frederik Obermaier, Simon Pare, Seiriol Dafydd, Alice Paul","=""1786070707""","=""9781786070708""",0,4.07,Oneworld Publications,Paperback,400,2017,2016,,2020/04/29,on-hold,on-hold (#1),on-hold,,,,0,0
42601188,La tabla rasa,Steven Pinker,"Pinker, Steven",,"=""8449334632""","=""9788449334634""",0,4.09,Paidos,Paperback,,2018,2002,,2020/05/26,on-hold,on-hold (#2),on-hold,,,,0,0
6320534,Under the Dome,Stephen King,"King, Stephen",,"=""1439148503""","=""9781439148501""",5,3.91,Scribner,Hardcover,1074,2009,2009,,2020/11/01,,,read,,,,1,0
11564,The Girl Who Loved Tom Gordon,Stephen King,"King, Stephen",,"=""1416524290""","=""9781416524298""",3,3.62,Pocket Books,Paperback,264,2000,1999,,2020/11/01,,,read,,,,1,0
6346975,Moonwalking with Einstein: The Art and Science of Remembering Everything,Joshua Foer,"Foer, Joshua",,"=""159420229X""","=""9781594202292""",0,3.88,"Penguin Press HC, The",Hardcover,307,2011,2011,,2020/11/01,,,read,,,,1,0
1420,Hamlet,William Shakespeare,"Shakespeare, William","Harold Bloom, André Gide, Rex Gibson, Israel Gollancz, Henry Norman Hudson, L.A. Sherman, Max J. Herzberg, Gregorio Martínez Sierra","=""0521618746""","=""9780521618748""",0,4.03,Cambridge University Press,Paperback,289,2005,1601,,2020/10/29,to-read,to-read (#6),to-read,,,,0,0
386162,"The Hitchhiker's Guide to the Galaxy (The Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,4.23,Del Rey,Paperback,193,2007,1979,,2020/10/29,to-read,to-read (#5),to-read,,,,0,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",0,3.97,Simon & Schuster,Kindle Edition,194,2011,1953,,2020/10/29,to-read,to-read (#4),to-read,,,,0,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""""","=""""",4,3.93,Scribner,Paperback,180,1925,1925,,2020/10/27,,,read,,,,1,0
21265321,Bloodchild,Octavia E. Butler,"Butler, Octavia E.",,"=""""","=""""",5,4.06,Headline,Kindle Edition,31,2014,1984,,2020/10/27,,,read,,,,1,0
3980124,"El viajero (La puerta oscura, #1)",David Lozano Garbala,"Garbala, David Lozano",,"=""8467527218""","=""9788467527216""",2,3.73,SM,Hardcover,656,2008,2008,2020/10/25,2020/10/02,,,read,,,,1,0
54474730,Daddy issues,Katherine Angel,"Angel, Katherine",Alberto García Marcos,"=""""","=""9788412144222""",4,3.42,,,80,2020,2019,2020/07/13,2020/07/13,,,read,"Short, interesting and somewhat elightening. The kind of book that you can agree with and helps you put names and give entity to ideas that may already be wandering in your head, and stories and background to underpin them. I will be rereading it in the following days to reinforce the key points.",,,1,0
41160292,Exhalation,Ted Chiang,"Chiang, Ted",,"=""""","=""""",5,4.27,Knopf,Kindle Edition,368,2019,2019,2020/08/17,2020/06/29,,,read,,,,1,0
35605205,Monet: Nómada de la Luz,Salva Rubio,"Rubio, Salva",Ricard Efa,"=""""","=""9788467926705""",0,3.92,Norma,Hardcover,112,2017,2017,,2020/08/07,to-read,to-read (#3),to-read,,,,0,0
415,Gravity's Rainbow,Thomas Pynchon,"Pynchon, Thomas",,"=""0143039946""","=""9780143039945""",0,4.00,Penguin Books,Paperback,776,2006,1973,,2020/07/13,to-read,to-read (#2),to-read,,,,0,0
20170404,Station Eleven,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0385353308""","=""9780385353304""",4,4.07,Knopf,Hardcover,333,2014,2014,2020/04/29,2020/04/29,,,read,,,,1,0
24800,House of Leaves,Mark Z. Danielewski,"Danielewski, Mark Z.",,"=""038560310X""","=""9780385603102""",5,4.09,Random House,Paperback,710,2000,2000,,2020/05/13,,,read,,,,1,0
13565012,Occupy (Occupied Media Pamphlet Series),Noam Chomsky,"Chomsky, Noam","Greg Ruggiero, Edward Radzivilovskiy, National Lawyers Guild","=""1884519016""","=""9781884519017""",0,3.60,Zuccotti Park Press,Paperback,128,2012,2012,,2020/04/29,to-read,to-read (#1),to-read,,,,0,0
40002929,Belleza,Kerascoët,"Kerascoët, Kerascoët","Hubert, Bermúdez Carballo, Lucía","=""""","=""9788416880553""",4,3.98,Astiberri,Hardcover,160,2018,2014,,2020/03/31,,,read,Ñ,,,1,0
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""075640407X""","=""9780756404079""",5,4.52,Penguin Group DAW,Hardcover,662,2007,2007,,2020/03/31,,,read,,,,1,0
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",5,4.44,Bantam,Mass Market Paperback,835,2005,1996,,2020/03/31,,,read,,,,1,0
17245,Dracula,Bram Stoker,"Stoker, Bram","Rubén Toledo, Nina Auerbach, David J. Skal","=""0393970124""","=""9780393970128""",3,4.01,Norton,Paperback,488,1986,1897,,2020/03/31,,,read,,,,1,0
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,"=""1594633665""","=""9781594633669""",4,3.95,Riverhead Books,Hardcover,336,2015,2015,,2020/03/31,,,read,,,,1,0
2429135,"The Girl with the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0670069019""","=""9780670069019""",5,4.16,Knopf,Hardcover,480,2008,2005,,2020/03/31,,,read,,,,1,0
10614,Misery,Stephen King,"King, Stephen",,"=""0450417395""","=""9780450417399""",4,4.20,New English Library,Paperback,370,1988,1987,,2020/03/31,,,read,,,,1,0
23807,"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas  Harris,"Harris, Thomas",,"=""""","=""""",4,4.23,Arrow Books,Paperback,421,2002,1988,,2020/03/31,,,read,,,,1,0
830502,It,Stephen King,"King, Stephen",,"=""0450411435""","=""9780450411434""",3,4.25,New English Library,Paperback,1116,1987,1986,,2020/03/31,,,read,,,,1,0
11588,The Shining,Stephen King,"King, Stephen",,"=""0450040186""","=""9780450040184""",3,4.26,New English Library (Hodder & Stoughton) ,Paperback,659,1980,1977,,2020/03/31,,,read,,,,1,0
17856572,"Watchmen #1 of 12: At Midnight, All The Agents.... (Watchmen, #1)",Alan Moore,"Moore, Alan","Dave Gibbons, John    Higgins, Len Wein","=""""","=""""",5,4.32,DC Comics,Paperback,34,1986,1986,,2020/03/31,,,read,,,,1,0
91950,The Myth of Sisyphus,Albert Camus,"Camus, Albert","Justin O'Brien, Corrado Rosso, James  Wood","=""0141182008""","=""9780141182001""",4,4.17,Penguin Classics,Paperback,192,2000,1942,,2020/03/31,,,read,,,,1,0
298275,Nausea,Jean-Paul Sartre,"Sartre, Jean-Paul","Hayden Carruth, Lloyd Alexander","=""0811201880""","=""9780811201889""",4,3.93,New Directions,Hardcover,178,1969,1938,,2020/03/31,,,read,,,,1,0
11989,The Plague,Albert Camus,"Camus, Albert",Stuart Gilbert,"=""""","=""""",5,4.02,Vintage International,Paperback,308,1991,1947,,2020/03/30,,,read,,,,1,0
16631,Steppenwolf,Hermann Hesse,"Hesse, Hermann",Basil Creighton,"=""0140282580""","=""9780140282580""",5,4.13,Penguin,Paperback,256,1999,1927,,2020/03/30,,,read,,,,1,0
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,"=""""","=""""",4,4.01,Vintage International,Paperback,159,1989,1942,,2020/03/30,,,read,,,,1,0
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",4,3.69,Penguin Books ,Paperback,182,1999,1954,,2020/03/30,,,read,,,,1,0
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse","=""0451526341""","=""9780451526342""",4,3.98,Signet Classics,Mass Market Paperback,141,1996,1945,,2020/03/30,,,read,,,,1,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",5,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,,2020/03/30,,,read,,,,1,0
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",5,4.19,Houghton Mifflin Harcourt,Kindle Edition,298,2013,1949,,2020/03/30,,,read,,,,1,0
