Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
9460487,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,"Riggs, Ransom",,,,0,3.92,Quirk,Hardcover,352,2011,2011,,2022/12/02,,,read,,,,1,0
17245,Dracula,Bram Stoker,"Stoker, Bram","Rubén Toledo, Nina Auerbach, David J. Skal",0393970124,9780393970128,0,4.01,Norton,Paperback,488,1986,1897,,2022/12/02,to-read,to-read (#107),to-read,,,,0,0
67238,Dead Poets Society,N.H. Kleinbaum,"Kleinbaum, N.H.",Tom Schulman,0553282980,9780553282986,0,4.2,Starfire,Paperback,166,1998,1988,,2022/12/02,to-read,to-read (#106),to-read,,,,0,0
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,,,0,4.11,Random House: Modern Library,Paperback,272,2004,1890,,2022/12/02,to-read,to-read (#105),to-read,,,,0,0
48758708,Nuestra parte de noche,Mariana Enríquez,"Enríquez, Mariana",,8433998854,9788433998859,0,4.43,Anagrama,Paperback,672,2021,2019,,2022/12/02,to-read,to-read (#104),to-read,,,,0,0
34273236,Little Fires Everywhere,Celeste Ng,"Ng, Celeste",,0735224293,9780735224292,0,4.09,Penguin Press,Hardcover,338,2017,2017,,2022/12/02,to-read,to-read (#103),to-read,,,,0,0
60149573,Our Missing Hearts,Celeste Ng,"Ng, Celeste",,0593492544,9780593492543,0,3.9,Penguin Press,Hardcover,335,2022,2022,,2022/12/02,to-read,to-read (#102),to-read,,,,0,0
12941,King Lear,William Shakespeare,"Shakespeare, William",R.A. Foakes,1903436591,9781903436592,0,3.91,Bloomsbury Arden Shakespeare,Paperback,455,1997,1605,,2022/12/02,,,read,,,,1,0
54210904,Persuasion,Jane Austen,"Austen, Jane",,1840227990,9781840227994,0,4.15,Wordsworth Editions,Hardcover,229,2020,1817,,2022/12/02,to-read,to-read (#101),to-read,,,,0,0
52544164,On Earth We’re Briefly Gorgeous,Ocean Vuong,"Vuong, Ocean",,1529110688,9781529110685,0,4.05,Vintage,Paperback,242,2020,2019,,2022/12/02,to-read,to-read (#100),to-read,,,,0,0
3180338,Brave New World,Aldous Huxley,"Huxley, Aldous","Margaret Atwood, David Bradshaw",0099518473,9780099518471,0,3.99,Vintage,Paperback,229,2007,1932,,2022/12/02,to-read,to-read (#99),to-read,,,,0,0
7178,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,0316769487,9780316769488,0,3.81,"Little, Brown",Paperback,214,1991,1951,,2022/12/02,to-read,to-read (#98),to-read,,,,0,0
51497,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,Robert Louis Stevenson,"Stevenson, Robert Louis","Robert Mighall, Matthew Lloyd Davies",0141439734,9780141439730,0,3.94,Penguin Classics,Paperback,224,2003,1886,,2022/12/02,to-read,to-read (#97),to-read,,,,0,0
